Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
PRIMA 2019:  Principles and Practice of Multi-Agent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-030-33792-6,Matteo BaldoniMehdi DastaniBeishui LiaoYuko SakuraiRym Zalila Wenkstern,2019,https://link.springer.com/book/10.1007/978-3-030-33792-6,Conference proceedings
Security Testing for Multi-Agent Systems,Advances in Computational Intelligence,,,,10.1007/978-3-030-20521-8_58,Damas P. GruskaM. Carmen Ruiz,2019,https://link.springer.com/chapter/10.1007/978-3-030-20521-8_58,Conference paper
Designing Multi-Agent Systems from Ontology Models,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-25693-7_5,Artur FreitasRafael H. BordiniRenata Vieira,2019,https://link.springer.com/chapter/10.1007/978-3-030-25693-7_5,Conference paper
Semantic Web Services for Multi-Agent Systems Interoperability,Progress in Artificial Intelligence,,,,10.1007/978-3-030-30244-3_50,Alda CanitoGabriel SantosJuan M. CorchadoGoreti MarreirosZita Vale,2019,https://link.springer.com/chapter/10.1007/978-3-030-30244-3_50,Conference paper
Towards Topological Analysis of Networked Holonic Multi-agent Systems,Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection,,,,10.1007/978-3-030-24209-1_4,Ahmad EsmaeiliNasser MozayaniMohammad Reza Jahed-MotlaghEric T. Matson,2019,https://link.springer.com/chapter/10.1007/978-3-030-24209-1_4,Conference paper
Distributed Scheduling Based on Multi-agent Systems and Optimization Methods,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_27,Filipe AlvesAna Maria A. C. RochaAna I. PereiraPaulo Leitao,2019,https://link.springer.com/chapter/10.1007/978-3-030-24299-2_27,Conference paper
Modular and Self-organized Conveyor System Using Multi-agent Systems,Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection,,,,10.1007/978-3-030-24209-1_26,Paulo LeitãoJosé Barbosa,2019,https://link.springer.com/chapter/10.1007/978-3-030-24209-1_26,Conference paper
Simulations for Multi-Agent Systems with Imperfect Information,Formal Methods and Software Engineering,,,,10.1007/978-3-030-32409-4_9,Patrick GardyYuxin Deng,2019,https://link.springer.com/chapter/10.1007/978-3-030-32409-4_9,Conference paper
Intelligent ERP Based Multi Agent Systems and Cloud Computing,Machine Learning for Networking,,,,10.1007/978-3-030-19945-6_27,Nardjes BouchemalNaila Bouchemal,2019,https://link.springer.com/chapter/10.1007/978-3-030-19945-6_27,Conference paper
Towards an Approach for Modelling Uncertain Theory of Mind in Multi-Agent Systems,Agreement Technologies,,,,10.1007/978-3-030-17294-7_1,Ştefan SarkadiAlison R. PanissonRafael H. BordiniPeter McBurneySimon Parsons,2019,https://link.springer.com/chapter/10.1007/978-3-030-17294-7_1,Conference paper
Multi-agent Systems Society for Power and Energy Systems Simulation,Multi-Agent-Based Simulation XIX,,,,10.1007/978-3-030-22270-3_10,Gabriel SantosTiago PintoZita Vale,2019,https://link.springer.com/chapter/10.1007/978-3-030-22270-3_10,Conference paper
Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,Communications in Computer and Information Science,,,,10.1007/978-3-030-24299-2,Fernando De La PrietaAlfonso González-BrionesPawel PawleskiDavide CalvaresiElena Del ValFernando LopesVicente JulianEneko OsabaRamón Sánchez-Iborra,2019,https://link.springer.com/book/10.1007/978-3-030-24299-2,Conference proceedings
Engineering Multi-Agent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-319-91899-0,Amal El Fallah-SeghrouchniAlessandro RicciTran Cao Son,2018,https://link.springer.com/book/10.1007/978-3-319-91899-0,Conference proceedings
GoOrg: Automated Organisational Chart Design for Open Multi-Agent Systems,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_28,Cleber Jorge AmaralJomi Fred Hübner,2019,https://link.springer.com/chapter/10.1007/978-3-030-24299-2_28,Conference paper
"Dynamic Multi-Agent Systems: Conceptual Framework, Automata-Based Modelling and Verification",PRIMA 2019:  Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-030-33792-6_7,Rodica ConduracheRiccardo De MasellisValentin Goranko,2019,https://link.springer.com/chapter/10.1007/978-3-030-33792-6_7,Conference paper
Ubiquitous Computing and Multi-agent Systems: Clarification of the Lexicon,PRIMA 2019:  Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-030-33792-6_46,Nathan AkyDenis PayetSylvain GirouxRémy Courdier,2019,https://link.springer.com/chapter/10.1007/978-3-030-33792-6_46,Conference paper
An Approach for Detecting and Resolving Indirect Normative Conflicts in Multi-agent Systems,Agents and Artificial Intelligence,,,,10.1007/978-3-030-05453-3_2,Jéssica S. SantosMairon BelchiorViviane T. Silva,2019,https://link.springer.com/chapter/10.1007/978-3-030-05453-3_2,Conference paper
K-ACE: A Flexible Environment for Knowledge-Aware Multi-Agent Systems,PRIMA 2019:  Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-030-33792-6_2,Stefania CostantiniValentina Pitoni,2019,https://link.springer.com/chapter/10.1007/978-3-030-33792-6_2,Conference paper
Content- and Context-Related Trust in Open Multi-agent Systems Using Linked Data,Web Engineering,,,,10.1007/978-3-030-19274-7_42,Valentin Siegert,2019,https://link.springer.com/chapter/10.1007/978-3-030-19274-7_42,Conference paper
Injecting (Micro)Intelligence in the IoT: Logic-Based Approaches for (M)MAS,Massively Multi-Agent Systems II,,,,10.1007/978-3-030-20937-7_2,Andrea OmiciniRoberta Calegari,2019,https://link.springer.com/chapter/10.1007/978-3-030-20937-7_2,Conference paper
Multi-objective multi-agent decision making: a utility-based analysis and survey,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-019-09433-x,Roxana RădulescuPatrick MannionDiederik M. RoijersAnn Nowé,2019,https://link.springer.com/article/10.1007/s10458-019-09433-x,Article
"Diversity in Massively Multi-agent Systems: Concepts, Implementations, and Normal Accidents",Massively Multi-Agent Systems II,,,,10.1007/978-3-030-20937-7_8,Philip FeldmanAntonio Bucchiarone,2019,https://link.springer.com/chapter/10.1007/978-3-030-20937-7_8,Conference paper
The Framework for Designing Autonomous Cyber-Physical Multi-agent Systems for Adaptive Resource Management,Industrial Applications of Holonic and Multi-Agent Systems,,,,10.1007/978-3-030-27878-6_5,V. I. GorodetskyS. S. KozhevnikovD. NovichkovP. O. Skobelev,2019,https://link.springer.com/chapter/10.1007/978-3-030-27878-6_5,Conference paper
Collective Behavior of Large Teams of Multi-agent Systems,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_13,Franciszek SeredyńskiJakub Gąsior,2019,https://link.springer.com/chapter/10.1007/978-3-030-24299-2_13,Conference paper
Inclusive AI in Recruiting. Multi-agent Systems Architecture for Ethical and Legal Auditing,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_30,Carmen FernándezAlberto Fernández,2019,https://link.springer.com/chapter/10.1007/978-3-030-24299-2_30,Conference paper
Two-Layer Architecture for Distributed Massively Multi-agent Systems,Massively Multi-Agent Systems II,,,,10.1007/978-3-030-20937-7_4,Yohei MurakamiTakao NakaguchiDonghui LinToru Ishida,2019,https://link.springer.com/chapter/10.1007/978-3-030-20937-7_4,Conference paper
Multi-Agent Systems and Agreement Technologies,Lecture Notes in Computer Science,,,,10.1007/978-3-030-01713-2,Francesco BelardinelliEstefanía Argente,2018,https://link.springer.com/book/10.1007/978-3-030-01713-2,Conference proceedings
An Energy Aware Approach to Trust Management Systems for Embedded Multi-Agent Systems,Software Engineering for Resilient Systems,,,,10.1007/978-3-030-30856-8_9,Arthur DarrouxJean-Paul JamontOum-El-Kheir AktoufAnnabelle Mercier,2019,https://link.springer.com/chapter/10.1007/978-3-030-30856-8_9,Conference paper
Context Aware Community Formation for MAS-Oriented Collective Adaptive System,"Knowledge Science, Engineering and Management",,,,10.1007/978-3-030-29551-6_21,Wei LiuJingzhi GuoLonglong XuDeng Chen,2019,https://link.springer.com/chapter/10.1007/978-3-030-29551-6_21,Conference paper
Adaptive Graph Planning Protocol: An Adaption Approach to Collaboration in Open Multi-agent Systems,Computer Supported Cooperative Work and Social Computing,,,,10.1007/978-981-15-1377-0_22,Jingzhi GuoWei LiuLonglong XuShengbin Xie,2019,https://link.springer.com/chapter/10.1007/978-981-15-1377-0_22,Conference paper
Analysis of Dogs’s Abandonment Problem Using Georeferenced Multi-agent Systems,From Bioinspired Systems and Biomedical Applications to Machine Learning,,,,10.1007/978-3-030-19651-6_29,Zoila Ruiz-ChavezJaime Salvador-MenesesCristina Mejí­a-AstudilloSoledad Diaz-Quilachamin,2019,https://link.springer.com/chapter/10.1007/978-3-030-19651-6_29,Conference paper
QoS-Aware Agent Capabilities Composition in HARMS Multi-agent Systems,Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection,,,,10.1007/978-3-030-24209-1_11,Mohamed Essaid KhanoucheNawel AtmaniAsma CherifiAbdelghani ChibaniEric T. MatsonYacine Amirat,2019,https://link.springer.com/chapter/10.1007/978-3-030-24209-1_11,Conference paper
Generalising the Dining Philosophers Problem: Competitive Dynamic Resource Allocation in Multi-agent Systems,Multi-Agent Systems,,,,10.1007/978-3-030-14174-5_3,Riccardo De MasellisValentin GorankoStefan GrunerNils Timm,2019,https://link.springer.com/chapter/10.1007/978-3-030-14174-5_3,Conference paper
Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection,Lecture Notes in Computer Science,,,,10.1007/978-3-030-24209-1,Yves DemazeauEric MatsonJuan Manuel CorchadoFernando De la Prieta,2019,https://link.springer.com/book/10.1007/978-3-030-24209-1,Conference proceedings
Emergence of Collective Behavior in Large Cellular Automata-Based Multi-agent Systems,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-030-20915-5_60,Franciszek SeredyńskiJakub Gąsior,2019,https://link.springer.com/chapter/10.1007/978-3-030-20915-5_60,Conference paper
Task Allocation in Multi-agent Systems Using Many-objective Evolutionary Algorithm NSGA-III,Machine Learning and Intelligent Communications,,,,10.1007/978-3-030-32388-2_56,Jing ZhouXiaozhe ZhaoDongdong ZhaoZhong Lin,2019,https://link.springer.com/chapter/10.1007/978-3-030-32388-2_56,Conference paper
PRIMA 2018: Principles and Practice of Multi-Agent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-030-03098-8,Tim MillerNir OrenYuko SakuraiItsuki NodaBastin Tony Roy SavarimuthuTran Cao Son,2018,https://link.springer.com/book/10.1007/978-3-030-03098-8,Conference proceedings
SimFleet: A New Transport Fleet Simulator Based on MAS,Highlights of Practical Applications of Survivable Agents and Multi-Agent Systems. The PAAMS Collection,,,,10.1007/978-3-030-24299-2_22,Javier PalancaAndrés TerrasaCarlos CarrascosaVicente Julián,2019,https://link.springer.com/chapter/10.1007/978-3-030-24299-2_22,Conference paper
Boundary-Crossing Robots: Societal Impact of Interactions with Socially Capable Autonomous Agents,Social Robotics,,,,10.1007/978-3-030-35888-4_1,Kristiina JokinenKentaro Watanabe,2019,https://link.springer.com/chapter/10.1007/978-3-030-35888-4_1,Conference paper
Towards Agent-Oriented Blockchains: Autonomous Smart Contracts,Advances in Practical Applications of Survivable Agents and Multi-Agent Systems: The PAAMS Collection,,,,10.1007/978-3-030-24209-1_3,Giovanni CiattoAlfredo MaffiStefano MarianiAndrea Omicini,2019,https://link.springer.com/chapter/10.1007/978-3-030-24209-1_3,Conference paper
Multi-agent Systems that Learn to Monitor Students’ Activity,Advances in Artificial Intelligence – IBERAMIA 2018,,,,10.1007/978-3-030-03928-8_9,Rubén Fuentes-FernándezFrédéric Migeon,2018,https://link.springer.com/chapter/10.1007/978-3-030-03928-8_9,Conference paper
Building Collaboration in Multi-agent Systems Using Reinforcement Learning,Computational Collective Intelligence,,,,10.1007/978-3-319-98446-9_19,Mehmet Emin AydinRyan Fellows,2018,https://link.springer.com/chapter/10.1007/978-3-319-98446-9_19,Conference paper
Multi-agent Systems with Virtual Stigmergy,Software Technologies: Applications and Foundations,,,,10.1007/978-3-030-04771-9_26,Rocco De NicolaLuca Di StefanoOmar Inverso,2018,https://link.springer.com/chapter/10.1007/978-3-030-04771-9_26,Conference paper
Clonal plasticity: an autonomic mechanism for multi-agent systems to self-diversify,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-017-9380-x,Vivek NallurSiobhán Clarke,2017,https://link.springer.com/article/10.1007/s10458-017-9380-x,Article
Multi-Agent Systems and Blockchain: Results from a Systematic Literature Review,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",,,,10.1007/978-3-319-94580-4_9,Davide CalvaresiAlevtina DubovitskayaJean Paul CalbimonteKuldar TaveterMichael Schumacher,2018,https://link.springer.com/chapter/10.1007/978-3-319-94580-4_9,Conference paper
Distributed Constraint Satisfaction Among Android Devices,Human Interface and the Management of Information. Information in Intelligent Systems,,,,10.1007/978-3-030-22649-7_24,Konatsu TagawaSuguru Ueda,2019,https://link.springer.com/chapter/10.1007/978-3-030-22649-7_24,Conference paper
Argumentation Schemes in Multi-agent Systems: A Social Perspective,Engineering Multi-Agent Systems,,,,10.1007/978-3-319-91899-0_6,Alison R. PanissonRafael H. Bordini,2018,https://link.springer.com/chapter/10.1007/978-3-319-91899-0_6,Conference paper
"Highlights of Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",Communications in Computer and Information Science,,,,10.1007/978-3-319-94779-2,Javier BajoJuan M. CorchadoElena María Navarro MartínezEneko Osaba IcedoPhilippe MathieuPatrycja Hoffa-DąbrowskaElena del ValSylvain GirouxAntonio J.M. CastroNayat Sánchez-PiVicente JuliánRicardo Azambuja SilveiraAlberto FernándezRainer UnlandRubén Fuentes-Fernández,2018,https://link.springer.com/book/10.1007/978-3-319-94779-2,Conference proceedings
"Multi-agent system for microgrids: design, optimization and performance",Artificial Intelligence Review,,,,10.1007/s10462-019-09695-7,Khadija TaziFouad Mohamed AbbouFarid Abdi,2019,https://link.springer.com/article/10.1007/s10462-019-09695-7,Article
Event-Driven Agents: Enhanced Perception for Multi-Agent Systems Using Complex Event Processing,Multi-Agent Systems and Agreement Technologies,,,,10.1007/978-3-030-01713-2_32,Jeremias DötterlRalf BrunsJürgen DunkelSascha Ossowski,2018,https://link.springer.com/chapter/10.1007/978-3-030-01713-2_32,Conference paper
Scheduling of Home Health Care Services Based on Multi-agent Systems,"Highlights of Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",,,,10.1007/978-3-319-94779-2_2,Filipe AlvesAna I. PereiraJosé BarbosaPaulo Leitão,2018,https://link.springer.com/chapter/10.1007/978-3-319-94779-2_2,Conference paper
Local Scheduling in Multi-Agent Systems: Getting Ready for Safety-Critical Scenarios,Multi-Agent Systems and Agreement Technologies,,,,10.1007/978-3-030-01713-2_8,Davide CalvaresiMauro MarinoniLuca LustrissiminiKevin AppoggettiPaolo SernaniAldo F. DragoniMichael SchumacherGiorgio Buttazzo,2018,https://link.springer.com/chapter/10.1007/978-3-030-01713-2_8,Conference paper
Agents and Multi-Agent Systems for Health Care,Lecture Notes in Computer Science,,,,10.1007/978-3-319-70887-4,Sara MontagnaPedro Henriques AbreuSylvain GirouxMichael Ignaz Schumacher,2017,https://link.springer.com/book/10.1007/978-3-319-70887-4,Conference proceedings
Multi-agent Systems Approach to Industry 4.0: Enabling Collaboration Considering a Blockchain for Knowledge Representation,"Highlights of Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",,,,10.1007/978-3-319-94779-2_14,Pedro PinheiroMário MacedoRicardo BarbosaRicardo SantosPaulo Novais,2018,https://link.springer.com/chapter/10.1007/978-3-319-94779-2_14,Conference paper
Value Iteration Algorithm for Optimal Consensus Control of Multi-agent Systems,Neural Information Processing,,,,10.1007/978-3-030-04239-4_18,Qichao ZhangDongbin Zhao,2018,https://link.springer.com/chapter/10.1007/978-3-030-04239-4_18,Conference paper
A Novel Second-Order Consensus Control in Multi-agent Dynamical Systems,Advances in Neural Networks – ISNN 2019,,,,10.1007/978-3-030-22808-8_11,Boshan ChenJiejie ChenZhigang ZengPing Jiang,2019,https://link.springer.com/chapter/10.1007/978-3-030-22808-8_11,Conference paper
Ontology-Based Legal System in Multi-agents Systems,Advances in Soft Computing,,,,10.1007/978-3-030-33749-0_41,Fábio Aiub SperottoMairon BelchiorMarilton Sanchotene de Aguiar,2019,https://link.springer.com/chapter/10.1007/978-3-030-33749-0_41,Conference paper
Privacy stochastic games in distributed constraint reasoning,Annals of Mathematics and Artificial Intelligence,,,,10.1007/s10472-019-09628-8,Julien SavauxJulien VionSylvain PiechowiakRené MandiauToshihiro MatsuiKatsutoshi HirayamaMakoto YokooShakre ElmaneMarius Silaghi,2019,https://link.springer.com/article/10.1007/s10472-019-09628-8,Article
Accountability for Practical Reasoning Agents,Agreement Technologies,,,,10.1007/978-3-030-17294-7_3,Stephen CranefieldNir OrenWamberto W. Vasconcelos,2019,https://link.springer.com/chapter/10.1007/978-3-030-17294-7_3,Conference paper
AMAK - A Framework for Developing Robust and Open Adaptive Multi-agent Systems,"Highlights of Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",,,,10.1007/978-3-319-94779-2_40,Alexandre PerlesFabrice CrasnierJean-Pierre Georgé,2018,https://link.springer.com/chapter/10.1007/978-3-319-94779-2_40,Conference paper
Multi-agent Systems Programmed Visually with Google Blockly,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-319-78054-2_45,Szymon GórowskiRobert MagudaPaweł Topa,2018,https://link.springer.com/chapter/10.1007/978-3-319-78054-2_45,Conference paper
Experimentation of Negotiation Protocols for Consensus Problems in Smart Parking Systems,Industrial Applications of Holonic and Multi-Agent Systems,,,,10.1007/978-3-030-27878-6_15,Bruno Rafael AlvesGleifer Vaz AlvesAndré Pinz BorgesPaulo Leitão,2019,https://link.springer.com/chapter/10.1007/978-3-030-27878-6_15,Conference paper
Stream-Based Perception for Agents on Mobile Devices,Agreement Technologies,,,,10.1007/978-3-030-17294-7_6,Jeremias DötterlRalf BrunsJürgen DunkelSascha Ossowski,2019,https://link.springer.com/chapter/10.1007/978-3-030-17294-7_6,Conference paper
MAS Modeling of Collaborative Creative Processes,Advances in Artificial Intelligence – IBERAMIA 2018,,,,10.1007/978-3-030-03928-8_8,Luis de GarridoJuan Pavón,2018,https://link.springer.com/chapter/10.1007/978-3-030-03928-8_8,Conference paper
Anomaly Detection in Spatial Layer Models of Autonomous Agents,Intelligent Data Engineering and Automated Learning – IDEAL 2018,,,,10.1007/978-3-030-03493-1_17,Marie KiermeierSebastian FeldThomy PhanClaudia Linnhoff-Popien,2018,https://link.springer.com/chapter/10.1007/978-3-030-03493-1_17,Conference paper
Formal Assurance for Cooperative Intelligent Autonomous Agents,NASA Formal Methods,,,,10.1007/978-3-319-77935-5_2,Siddhartha BhattacharyyaThomas C. EskridgeNatasha A. NeogiMarco CarvalhoMilton Stafford,2018,https://link.springer.com/chapter/10.1007/978-3-319-77935-5_2,Conference paper
Strategy Synthesis for Autonomous Agents Using PRISM,NASA Formal Methods,,,,10.1007/978-3-319-77935-5_16,Ruben GiaquintaRuth HoffmannMurray IrelandAlice MillerGethin Norman,2018,https://link.springer.com/chapter/10.1007/978-3-319-77935-5_16,Conference paper
Min-Max Consensus Algorithm for Multi-agent Systems Subject to Privacy-Preserving Problem,Neural Information Processing,,,,10.1007/978-3-030-04239-4_12,Aijuan WangNankun MuXiaofeng Liao,2018,https://link.springer.com/chapter/10.1007/978-3-030-04239-4_12,Conference paper
Supporting Architectural Design Process with FLEA,"Computer-Aided Architectural Design. ""Hello, Culture""",,,,10.1007/978-981-13-8410-3_5,Viktor EisenstadtChristoph LanhgenhanKlaus-Dieter Althoff,2019,https://link.springer.com/chapter/10.1007/978-981-13-8410-3_5,Conference paper
Autonomous Agents and Multiagent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-319-71682-4,Gita SukthankarJuan A. Rodriguez-Aguilar,2017,https://link.springer.com/book/10.1007/978-3-319-71682-4,Conference proceedings
Using Machine Learning for Determining Network Robustness of Multi-Agent Systems Under Attacks,PRICAI 2018: Trends in Artificial Intelligence,,,,10.1007/978-3-319-97310-4_56,Guang WangMing XuYiming WuNing ZhengJian XuTong Qiao,2018,https://link.springer.com/chapter/10.1007/978-3-319-97310-4_56,Conference paper
A Brief Overview of Flocking Control for Multi-agent Systems,Intelligent Robotics and Applications,,,,10.1007/978-3-319-97586-3_4,Yaping SunZhaojing WangHousheng SuTao Geng,2018,https://link.springer.com/chapter/10.1007/978-3-319-97586-3_4,Conference paper
Industrial Applications of Holonic and Multi-Agent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-319-64635-0,Vladimír MaříkWolfgang WahlsterThomas StrasserPetr Kadera,2017,https://link.springer.com/book/10.1007/978-3-319-64635-0,Conference proceedings
Toward Testing Self-organizations in Multi-Embedded-Agent Systems,Software Engineering for Resilient Systems,,,,10.1007/978-3-030-30856-8_7,Arthur BaudetOum-El-Kheir AktoufAnnabelle MercierJean-Paul Jamont,2019,https://link.springer.com/chapter/10.1007/978-3-030-30856-8_7,Conference paper
Designing a Cognitive Agent Connector for Complex Environments: A Case Study with StarCraft,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-25693-7_16,Vincent J. KoemanHarm J. GriffioenDanny C. PlengeKoen V. Hindriks,2019,https://link.springer.com/chapter/10.1007/978-3-030-25693-7_16,Conference paper
"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",Lecture Notes in Computer Science,,,,10.1007/978-3-319-94580-4,Yves DemazeauBo AnJavier BajoAntonio Fernández-Caballero,2018,https://link.springer.com/book/10.1007/978-3-319-94580-4,Conference proceedings
Nordic Artificial Intelligence Research and Development,Communications in Computer and Information Science,,,,10.1007/978-3-030-35664-4,Kerstin BachMassimiliano Ruocco,2019,https://link.springer.com/book/10.1007/978-3-030-35664-4,Conference proceedings
Cooperation and Coordination Regimes by Deep Q-Learning in Multi-agent Task Executions,Artificial Neural Networks and Machine Learning – ICANN 2019: Theoretical Neural Computation,,,,10.1007/978-3-030-30487-4_42,Yuki MiyashitaToshiharu Sugawara,2019,https://link.springer.com/chapter/10.1007/978-3-030-30487-4_42,Conference paper
"MAXIM-GPRT: A Simulator of Local Schedulers, Negotiations, and Communication for Multi-Agent Systems in General-Purpose and Real-Time Scenarios","Advances in Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection",,,,10.1007/978-3-319-94580-4_23,Giuseppe AlbaneseDavide CalvaresiPaolo SernaniFabien DubossonAldo Franco DragoniMichael Schumacher,2018,https://link.springer.com/chapter/10.1007/978-3-319-94580-4_23,Conference paper
A Distributed Multi-Agent System (MAS) Application For continuous and&#xa0;Integrated Big Data Processing,Ambient Intelligence,,,,10.1007/978-3-030-34255-5_27,Ariona ShashajFederico MastrorilliMassimiliano MorrelliGiacomo PansiniEnrico IannucciMassimiliano Polito,2019,https://link.springer.com/chapter/10.1007/978-3-030-34255-5_27,Conference paper
Theoretical foundations for the responsibility of autonomous agents,Artificial Intelligence and Law,,,,10.1007/s10506-017-9208-7,Jaap Hage,2017,https://link.springer.com/article/10.1007/s10506-017-9208-7,Article
Agent-Based Approach for Decentralized Data Analysis in Industrial Cyber-Physical Systems,Industrial Applications of Holonic and Multi-Agent Systems,,,,10.1007/978-3-030-27878-6_11,Jonas QueirozPaulo LeitãoJosé BarbosaEugénio Oliveira,2019,https://link.springer.com/chapter/10.1007/978-3-030-27878-6_11,Conference paper
Dynamic Global Behaviour of Online Routing Games,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-25693-7_11,László Z. Varga,2019,https://link.springer.com/chapter/10.1007/978-3-030-25693-7_11,Conference paper
Distributed modeling of smart parking system using LSTM with stochastic periodic predictions,Neural Computing and Applications,,,,10.1007/s00521-019-04613-y,Theodoros AnagnostopoulosPetr FedchenkovNikos TsotsolasKlimis NtalianisArkady ZaslavskyIoannis Salmon,2019,https://link.springer.com/article/10.1007/s00521-019-04613-y,Article
Leader-Follower Tracking Problem for&#xa0;Multi-agent Systems with Directed Impulsive Communication,Advances in Neural Networks – ISNN 2018,,,,10.1007/978-3-319-92537-0_49,Changlin TongWanli JinHao WangHaijun JiangZhiyong Yu,2018,https://link.springer.com/chapter/10.1007/978-3-319-92537-0_49,Conference paper
Strategy for Learning Cooperative Behavior with Local Information for Multi-agent Systems,PRIMA 2018: Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-030-03098-8_54,Fumito UwanoKeiki Takadama,2018,https://link.springer.com/chapter/10.1007/978-3-030-03098-8_54,Conference paper
Off-line synthesis of evolutionarily stable normative systems,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-018-9390-3,Javier MoralesMichael WooldridgeJuan A. Rodríguez-AguilarMaite López-Sánchez,2018,https://link.springer.com/article/10.1007/s10458-018-9390-3,Article
Artificial Intelligence,Communications in Computer and Information Science,,,,10.1007/978-3-030-30763-9,Sergei O. KuznetsovAleksandr I. Panov,2019,https://link.springer.com/book/10.1007/978-3-030-30763-9,Conference proceedings
