Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Secure Dynamic PUF for&#xa0;IoT Security,Internet of Things. Advances in Information and Communication Technology,,,,10.1007/978-3-031-45878-1_33,Shailesh RajputJaya Dofe,2024,https://link.springer.com/chapter/10.1007/978-3-031-45878-1_33,Conference paper
The Impact of Explainable AI on Teachers’ Trust and Acceptance of AI EdTech Recommendations: The Power of Domain-specific Explanations,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-025-00486-6,Yael Feldman-MaggorMutlu CukurovaCarmel KentGiora Alexandron,2025,https://link.springer.com/article/10.1007/s40593-025-00486-6,Article
Multi-agent Chatbot for&#xa0;Efficient Interaction with&#xa0;Blockchain APIs,Information and Communication Technology,,,,10.1007/978-981-96-4288-5_33,Sy-Hong-Duc NguyenTuan-Dat TrinhQuoc-Viet-Quang Tran,2025,https://link.springer.com/chapter/10.1007/978-981-96-4288-5_33,Conference paper
PyFlowML: A Visual Language Framework to&#xa0;Foster Participation in&#xa0;ML-Based Decision Making,Artificial Intelligence in HCI,,,,10.1007/978-3-031-60606-9_8,Serena VersinoTommaso TurchiAlessio Malizia,2024,https://link.springer.com/chapter/10.1007/978-3-031-60606-9_8,Conference paper
New Trends in Database and Information Systems,Communications in Computer and Information Science,,,,10.1007/978-3-031-70421-5,Joe TekliJohann GamperRichard ChbeirYannis ManolopoulosSalma SassiMirjana IvanovicGenoveva Vargas-SolarEster Zumpano,2024,https://link.springer.com/book/10.1007/978-3-031-70421-5,Conference proceedings
Exploring the Frontier of Software Engineering Education with Chatbots,Programming and Computer Software,,,,10.1134/S0361768824700774,C. A. Fernandez-y-FernandezE. Sánchez-SotoJ. R. Aguilar CisneroR. Juárez-Ramírez,2024,https://link.springer.com/article/10.1134/S0361768824700774,Article
Train AI Architects Skills – Integrating the Talent of People and Machines to Go Further in Applying JIDOKA and YOKOTEN in Operations,Artificial Intelligence and Applications,,,,10.1007/978-3-031-86623-4_37,José CostasRafael PastorCarlos García-Castellano GerbolésRaúl Pino,2025,https://link.springer.com/chapter/10.1007/978-3-031-86623-4_37,Conference paper
Adaptation of HMIs According to Users’ Feelings Based on Multi-agent Systems,Advances and Trends in Artificial Intelligence. Theory and Practices in Artificial Intelligence,,,,10.1007/978-3-031-08530-7_35,Alia MaaloulHoussem Eddine NouriZied TrifaOlfa Belkahla Driss,2022,https://link.springer.com/chapter/10.1007/978-3-031-08530-7_35,Conference paper
Extracting Provenance of&#xa0;Machine Learning Experiment Pipeline Artifacts,Advances in Databases and Information Systems,,,,10.1007/978-3-031-42914-9_17,Marius SchlegelKai-Uwe Sattler,2023,https://link.springer.com/chapter/10.1007/978-3-031-42914-9_17,Conference paper
Enhancing Open Conversations Using Visual Percepts From a&#xa0;Socially Assistive Robot Preliminary Assessment,Social Robotics,,,,10.1007/978-981-96-3519-1_17,Mariam FdilMélanie LevasseurDominic LétourneauMarc-Antoine MaheuxMarika Lussier-TherrienFrançois Michaud,2025,https://link.springer.com/chapter/10.1007/978-981-96-3519-1_17,Conference paper
Path Planning for Autonomous Drones Using Proximal Policy Approximating Agent,Advances in Artificial Intelligence and Machine Learning,,,,10.1007/978-981-97-9507-9_24,I. Varshini DeviR. Pravine MukeshP. PaayasP. VarshaR. SuprithaR. PrasannaKumar,2025,https://link.springer.com/chapter/10.1007/978-981-97-9507-9_24,Conference paper
Progressive and Integrative Ideas and Applications of Engineering Systems Under the Framework of IOT and AI,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-99-6303-4,Yongsheng Ma,2023,https://link.springer.com/book/10.1007/978-981-99-6303-4,Conference proceedings
Coal Mine Risk Classification Prediction Model Based on&#xa0;BERT,Artificial Intelligence in China,,,,10.1007/978-981-99-7545-7_20,Gang LinTao LiGong CaoWei Han,2024,https://link.springer.com/chapter/10.1007/978-981-99-7545-7_20,Conference paper
Framework for&#xa0;Efficient Automated Alarm Analysis in&#xa0;Intelligent Connected Vehicles,Cyberspace Simulation and Evaluation,,,,10.1007/978-981-96-4509-1_7,Xinying YuanXiangyang WangLei LuoWei LuoLirong ChenBiheng Guo,2025,https://link.springer.com/chapter/10.1007/978-981-96-4509-1_7,Conference paper
Artificial Intelligence-Based IoT Clustered Smart Vending Machine,Smart Trends in Computing and Communications,,,,10.1007/978-981-16-9967-2_47,Ravivanshikumar SangpalSuhas KhotPratiksha VallapureRajkumar MaliRasika KumbharAparna Hambarde,2023,https://link.springer.com/chapter/10.1007/978-981-16-9967-2_47,Conference paper
"A Survey of Artificial Intelligence Enabled Channel Estimation Methods: Recent Advance, Performance, and Outlook",Artificial Intelligence Review,,,,10.1007/s10462-025-11202-0,Binglin LiQinghe ZhengXinyu TianMingqiang YangGuan GuiWeiwei JiangHongjiang LeiJing JiangFeng ShuAbdussalam ElhanashiSergio Saponara,2025,https://link.springer.com/article/10.1007/s10462-025-11202-0,Article
Computer Aided Systems Theory – EUROCAST 2024,Lecture Notes in Computer Science,,,,10.1007/978-3-031-82949-9,Alexis Quesada-ArencibiaMichael AffenzellerRoberto Moreno-Díaz,2025,https://link.springer.com/book/10.1007/978-3-031-82949-9,Conference proceedings
Computer Aided Systems Theory – EUROCAST 2024,Lecture Notes in Computer Science,,,,10.1007/978-3-031-82957-4,Alexis Quesada-ArencibiaMichael AffenzellerRoberto Moreno-Díaz,2025,https://link.springer.com/book/10.1007/978-3-031-82957-4,Conference proceedings
Computer Aided Systems Theory – EUROCAST 2024,Lecture Notes in Computer Science,,,,10.1007/978-3-031-83885-9,Alexis Quesada-ArencibiaMichael AffenzellerRoberto Moreno-Díaz,2025,https://link.springer.com/book/10.1007/978-3-031-83885-9,Conference proceedings
How far are we with automated machine learning? characterization and challenges of AutoML toolkits,Empirical Software Engineering,,,,10.1007/s10664-024-10450-y,Md Abdullah Al AlaminGias Uddin,2024,https://link.springer.com/article/10.1007/s10664-024-10450-y,Article
An Architecture Towards Building a&#xa0;Reliable Suicide Information Chatbot,Advances in Artificial Intelligence,,,,10.1007/978-3-031-62799-6_4,Pablo AscorbeMaría S. CamposCésar DomínguezJónathan HerasMagdalena PérezAna Rosa Terroba-Reinares,2024,https://link.springer.com/chapter/10.1007/978-3-031-62799-6_4,Conference paper
Classification of&#xa0;Coffee Leaves Using Smartphone Images and&#xa0;Convolutional Neural Networks,Advances in Neural Networks – ISNN 2024,,,,10.1007/978-981-97-4399-5_26,Fellipe A. PratesJefferson R. SouzaMarcelo P. Silva,2024,https://link.springer.com/chapter/10.1007/978-981-97-4399-5_26,Conference paper
Smart Chatbot for the Optimization of the Use of Natural Resources in Agricultural Production,"Advanced Research in Technologies, Information, Innovation and Sustainability",,,,10.1007/978-3-031-83435-6_10,Jefferson SilvaCarlos RoncerosJuan Mansilla-Lopez,2025,https://link.springer.com/chapter/10.1007/978-3-031-83435-6_10,Conference paper
Accelerating Manual Pick-and-Place Operations with&#xa0;AR-Projected CAD Plans and&#xa0;AI-Assisted Object Recognition,Computer Aided Systems Theory – EUROCAST 2024,,,,10.1007/978-3-031-82957-4_20,Raphael SeligerMatthias MichelerSebnem Gül-FiciciUlrich Göhner,2025,https://link.springer.com/chapter/10.1007/978-3-031-82957-4_20,Conference paper
Scalable XAI: Towards Explainable Machine Learning Models in&#xa0;Distributed Systems,Pan-African Artificial Intelligence and Smart Systems,,,,10.1007/978-3-031-94439-0_1,Ibomoiye Domor MienyeTheo G. SwartGeorge Obaido,2025,https://link.springer.com/chapter/10.1007/978-3-031-94439-0_1,Conference paper
Machine learning for automation usage prediction: identifying critical factors in driver decision-making,Applied Intelligence,,,,10.1007/s10489-024-06052-2,Carlos Bustamante OrellanaLucero Rodriguez RodriguezLixiao HuangNancy CookeYun Kang,2024,https://link.springer.com/article/10.1007/s10489-024-06052-2,Article
Towards Integrating Knowledge Graphs into Process-Oriented Human-AI Collaboration in Industry,Software Quality as a Foundation for Security,,,,10.1007/978-3-031-56281-5_5,Bernhard HeinzlAgastya SilvinaFranz KrauseNicole SchwarzKabul KurniawanElmar KieslingMario PichlerBernhard Moser,2024,https://link.springer.com/chapter/10.1007/978-3-031-56281-5_5,Conference paper
b-it-bots: Winners of&#xa0;RoboCup@Work 2023,RoboCup 2023: Robot World Cup XXVI,,,,10.1007/978-3-031-55015-7_29,Gokul ChenchaniKevin PatelRavisankar SelvarajuShubham ShindeVamsi KalagaturuVivek MannavaDeebul NairIman AwaadMohammad WasilSantosh ThodukaSven SchneiderNico HochgeschwenderPaul G. Plöger,2024,https://link.springer.com/chapter/10.1007/978-3-031-55015-7_29,Conference paper
Detecting Illicit Data Leaks on&#xa0;Android Smartphones Using an&#xa0;Artificial Intelligence Models,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-63215-0_14,Serge Lionel NikiemaAminata SabaneAbdoul-Kader KaboreRodrique KafandoTégawendé F. Bissyande,2024,https://link.springer.com/chapter/10.1007/978-3-031-63215-0_14,Conference paper
Predicting breast cancer treatment response using transfer learning,Neural Computing and Applications,,,,10.1007/s00521-025-11206-5,Mwaffaq OtoomMohammad A. AlzubaidiQais H. A. Al-Azzam,2025,https://link.springer.com/article/10.1007/s00521-025-11206-5,Article
Artificial Intelligence Driven Circuits and Systems,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-16-6940-8,Biswajit MishraJimson MathewPriyadarsan Patra,2021,https://link.springer.com/book/10.1007/978-981-16-6940-8,Conference proceedings
Social Informatics,Lecture Notes in Computer Science,,,,10.1007/978-3-031-19097-1,Frank HopfgartnerKokil JaidkaPhilipp MayrJoemon JoseJan Breitsohl,2022,https://link.springer.com/book/10.1007/978-3-031-19097-1,Conference proceedings
Harnessing Retrieval-Augmented LLMs for&#xa0;Training-Free Tumor Coding Classification,Health Information Processing. Evaluation Track Papers,,,,10.1007/978-981-96-4298-4_11,Zhenyu GeNing Han,2025,https://link.springer.com/chapter/10.1007/978-981-96-4298-4_11,Conference paper
Forecasting the software engineering model’s effort estimation using constructive cost estimation models,Iran Journal of Computer Science,,,,10.1007/s42044-024-00194-9,Mohammed Naif Alatawi,2024,https://link.springer.com/article/10.1007/s42044-024-00194-9,Article
AI Alignment of Disaster Resilience Management Support Systems,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-030-87897-9_32,Andrzej M. J. SkulimowskiVictor A. Bañuls,2021,https://link.springer.com/chapter/10.1007/978-3-030-87897-9_32,Conference paper
Three-Way Causal Structure Representation and&#xa0;Learning for&#xa0;Uncertainty,Rough Sets,,,,10.1007/978-3-031-92741-6_10,Chenglin ZhangHong YuGuoyin Wang,2025,https://link.springer.com/chapter/10.1007/978-3-031-92741-6_10,Conference paper
Best-of-Breed: Service-Oriented Integration of Artificial Intelligence in Interoperable Educational Ecosystems,Learning Technology for Education Challenges,,,,10.1007/978-3-031-34754-2_22,Christopher KraussAlexander StreicherEva PoxleitnerDaniela AltunJoanna MuellerTruong-Sinh AnChristoph Mueller,2023,https://link.springer.com/chapter/10.1007/978-3-031-34754-2_22,Conference paper
Collaborative Problem-Solving with&#xa0;LLM: A Multi-agent System Approach to&#xa0;Solve Complex Tasks Using Autogen,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Digital Twins: The PAAMS Collection",,,,10.1007/978-3-031-73058-0_17,Ricardo BarbosaRicardo SantosPaulo Novais,2025,https://link.springer.com/chapter/10.1007/978-3-031-73058-0_17,Conference paper
Mapping Source Code to&#xa0;Modular Architectures Using Keywords,Software Architecture,,,,10.1007/978-3-031-15116-3_4,Tobias OlssonMorgan EricssonAnna Wingkvist,2022,https://link.springer.com/chapter/10.1007/978-3-031-15116-3_4,Conference paper
AI art and public literacy: the miseducation of Ai-Da the robot,AI and Ethics,,,,10.1007/s43681-024-00488-5,Eleonora Lima,2024,https://link.springer.com/article/10.1007/s43681-024-00488-5,Article
