Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Distilling Event Sequence Knowledge From Large Language Models,The Semantic Web – ISWC 2024,,,,10.1007/978-3-031-77844-5_13,Somin WadhwaOktie HassanzadehDebarun BhattacharjyaKen BarkerJian Ni,2025,https://link.springer.com/chapter/10.1007/978-3-031-77844-5_13,Conference paper
Evaluating Large Language Models for&#xa0;Depression Symptom Estimation,Artificial Intelligence in Medicine,,,,10.1007/978-3-031-95841-0_51,Dhia Eddine MerzouguiGaël DiasJeremie PantinFabrice Maurel,2025,https://link.springer.com/chapter/10.1007/978-3-031-95841-0_51,Conference paper
Conformer LLM – Convolution Augmented Large Language Models,Speech and Computer,,,,10.1007/978-3-031-78014-1_24,Prateek Verma,2025,https://link.springer.com/chapter/10.1007/978-3-031-78014-1_24,Conference paper
Benchmarking Generative AI for&#xa0;Scoring Medical Student Interviews in&#xa0;Objective Structured Clinical Examinations (OSCEs),Artificial Intelligence in Education,,,,10.1007/978-3-031-98420-4_17,Jadon GeathersYann HickeColleen ChanNiroop RajashekarSarah YoungJustin SewellSusannah CornesRene F. KizilcecDennis Shung,2025,https://link.springer.com/chapter/10.1007/978-3-031-98420-4_17,Conference paper
Automated Privacy Policy Analysis Using Large Language Models,Data and Applications Security and Privacy XXXIX,,,,10.1007/978-3-031-96590-6_2,Mian YangVijayalakshmi AtluriShamik SuralAshish Kundu,2025,https://link.springer.com/chapter/10.1007/978-3-031-96590-6_2,Conference paper
Automatic Summarization of&#xa0;Life-Critical Situations by&#xa0;Generative AI,Advanced Data Mining and Applications,,,,10.1007/978-981-96-0840-9_5,Yuxuan SunXue Li,2025,https://link.springer.com/chapter/10.1007/978-981-96-0840-9_5,Conference paper
Active Social Engineering Defense Using Large Language Models,Augmented Cognition,,,,10.1007/978-3-031-93724-8_20,Fabio StollBenjamin PottkampHolger Morgenstern,2025,https://link.springer.com/chapter/10.1007/978-3-031-93724-8_20,Conference paper
What is the&#xa0;Best Model? Application-Driven Evaluation for&#xa0;Large Language Models,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9437-9_6,Shiguo LianKaikai ZhaoXinhui LiuXuejiao LeiBikun YangWenjing ZhangKai WangZhaoxiang Liu,2025,https://link.springer.com/chapter/10.1007/978-981-97-9437-9_6,Conference paper
From Recall to&#xa0;Reasoning: Automated Question Generation for&#xa0;Deeper Math Learning Through Large Language Models,Artificial Intelligence in Education,,,,10.1007/978-3-031-98462-4_52,Yongan YuAlexandre KrantzNikki G. Lobczowski,2025,https://link.springer.com/chapter/10.1007/978-3-031-98462-4_52,Conference paper
Assessing Large Language Models Effectiveness in&#xa0;Outdated Method Renaming,Service-Oriented Computing,,,,10.1007/978-981-96-0805-8_18,Ali Ben MradAbdoul Majid O. ThiombianoMohamed Wiem MkaouerBrahim Hnich,2025,https://link.springer.com/chapter/10.1007/978-981-96-0805-8_18,Conference paper
Post-correction of&#xa0;Handwriting Recognition Using Large Language Models,Information and Communication Technology,,,,10.1007/978-981-96-4285-4_9,Jean Pool Pereyra PrincipeAndreas FischerAnna Scius-Bertrand,2025,https://link.springer.com/chapter/10.1007/978-981-96-4285-4_9,Conference paper
AtomTool: Empowering Large Language Models with Tool Utilization Skills,Pattern Recognition and Computer Vision,,,,10.1007/978-981-97-8487-5_23,Yongle LiZheng ZhangJunqi ZhangWenbo HuYongyu WuRichang Hong,2025,https://link.springer.com/chapter/10.1007/978-981-97-8487-5_23,Conference paper
Large Language Models for&#xa0;Detection of&#xa0;Life-Threatening Texts,Trends and Applications in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8197-6_23,Thanh Thi NguyenCampbell WilsonJanis Dalins,2025,https://link.springer.com/chapter/10.1007/978-981-96-8197-6_23,Conference paper
Distributed Dataset Framework for&#xa0;Large Language Models Pre-training,Knowledge Management and Acquisition for Intelligent Systems,,,,10.1007/978-981-96-0026-7_24,Nao SoumaYui ObaraYasuhiko YokoteYutaka IshikawaKimio Kuramitsu,2025,https://link.springer.com/chapter/10.1007/978-981-96-0026-7_24,Conference paper
Entity Resolution with Household Movement Discovery Using Google Generative AI,The 22nd International Conference on Information Technology-New Generations (ITNG 2025),,,,10.1007/978-3-031-89063-5_41,Muzakkiruddin Ahmed MohammedJohn R. TalburtAltaf MohammedKhizer Syed,2025,https://link.springer.com/chapter/10.1007/978-3-031-89063-5_41,Conference paper
DoTA: Weight-Decomposed Tensor Adaptation for&#xa0;Large Language Models,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8186-0_2,Xiaolin HuXiang ChengPeiyu LiuWei LiuJian LuanBin WangYong Liu,2025,https://link.springer.com/chapter/10.1007/978-981-96-8186-0_2,Conference paper
Rethinking the&#xa0;Potential of&#xa0;Multimodality in&#xa0;Collaborative Problem Solving Diagnosis with&#xa0;Large Language Models,Artificial Intelligence in Education,,,,10.1007/978-3-031-98417-4_2,Kester WongBin WuSahan BulathwelaMutlu Cukurova,2025,https://link.springer.com/chapter/10.1007/978-3-031-98417-4_2,Conference paper
SMoA: Improving Multi-agent Large Language Models with&#xa0;Sparse Mixture-of-Agents,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8180-8_5,Dawei LiZhen TanPeijia QianYifan LiKumar ChaudharyLijie HuJiayi Shen,2025,https://link.springer.com/chapter/10.1007/978-981-96-8180-8_5,Conference paper
ValueCSV: Evaluating Core Socialist Values Understanding in&#xa0;Large Language Models,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9440-9_27,Yuemei XuLing HuZihan Qiu,2025,https://link.springer.com/chapter/10.1007/978-981-97-9440-9_27,Conference paper
BOPRO: Towards New Style Bayesian Optimization with Large Language Models,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-95-0017-8_28,Qi FengZhen HuangYangbo WeiWei W. Xing,2025,https://link.springer.com/chapter/10.1007/978-981-95-0017-8_28,Conference paper
Evaluating Large Language Models for Healthcare: Insights from MCQ Evaluation,Sustainability and Empowerment in the Context of Digital Libraries,,,,10.1007/978-981-96-0865-2_22,Shuangshuang LinHamzah Bin OsopMiao ZhangXinxian Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0865-2_22,Conference paper
Leveraging LLMs for&#xa0;Enhanced Personality Trait Classification,Information Management and Big Data,,,,10.1007/978-3-031-91428-7_12,Giulia NavalOscar LinaresJosé Ochoa-Luna,2025,https://link.springer.com/chapter/10.1007/978-3-031-91428-7_12,Conference paper
Estimating Impact of&#xa0;Behavior Change Messages Using Large Language Models,Data Science: Foundations and Applications,,,,10.1007/978-981-96-8298-0_29,Takuya OkadaYoshiaki TakimotoTakeshi KurashimaHiroyuki Toda,2025,https://link.springer.com/chapter/10.1007/978-981-96-8298-0_29,Conference paper
Causal Reasoning with Large Language Models – A ChatGPT Case Study,Artificial Intelligence in HCI,,,,10.1007/978-3-031-93429-2_24,Atul RawalJustine RawalAdrienne RaglinQianlong WangZiying Tang,2025,https://link.springer.com/chapter/10.1007/978-3-031-93429-2_24,Conference paper
Coding Historical Causes of Death Data with Large Language Models,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-73741-1_3,Bjørn-Richard PedersenMaisha IslamDoris Tove KristoffersenLars Ailo BongoEilidh GarrettAlice ReidHilde Sommerseth,2025,https://link.springer.com/chapter/10.1007/978-3-031-73741-1_3,Conference paper
Large Language Models-Based Local Explanations of&#xa0;Text Classifiers,Discovery Science,,,,10.1007/978-3-031-78977-9_2,Fabrizio AngiulliFrancesco De LucaFabio FassettiSimona Nisticó,2025,https://link.springer.com/chapter/10.1007/978-3-031-78977-9_2,Conference paper
Leveraging Large Language Models to&#xa0;Assist Teachers in&#xa0;Code Grading,Artificial Intelligence in Education,,,,10.1007/978-3-031-98459-4_15,Edoardo CiprianoAlessio FerratoCarla LimongelliDaniele SchicchiDavide Taibi,2025,https://link.springer.com/chapter/10.1007/978-3-031-98459-4_15,Conference paper
Parameter-Efficient Fine-Tuning of Pre-trained Large Language Models for Financial Text Analysis,Artificial Intelligence Research,,,,10.1007/978-3-031-78255-8_1,Kelly LangaHairong WangOlaperi Okuboyejo,2025,https://link.springer.com/chapter/10.1007/978-3-031-78255-8_1,Conference paper
Iterative Retrieval Augmentation for&#xa0;Syndrome Differentiation via&#xa0;Large Language Models,Health Information Processing. Evaluation Track Papers,,,,10.1007/978-981-96-4298-4_5,Qiluo ChaoZeyu ZhangMeng ZhanXian Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-4298-4_5,Conference paper
Large Language Models for Classification of Functional and Nonfunctional Requirements,Pattern Recognition. ICPR 2024 International Workshops and Challenges,,,,10.1007/978-3-031-88220-3_8,Daniel DavisMariofanna Milanova,2025,https://link.springer.com/chapter/10.1007/978-3-031-88220-3_8,Conference paper
Few-Shot N-Ary Knowledge Inference Using Large Language Models,Intelligent Robotics and Applications,,,,10.1007/978-981-96-0792-1_22,Fang LangWei SongQiuguo ZhuShiqiang Zhu,2025,https://link.springer.com/chapter/10.1007/978-981-96-0792-1_22,Conference paper
CalorieLLaVA: Image-Based Calorie Estimation with&#xa0;Multimodal Large Language Models,Pattern Recognition. ICPR 2024 International Workshops and Challenges,,,,10.1007/978-3-031-88217-3_5,Hikaru TanabeKeiji Yanai,2025,https://link.springer.com/chapter/10.1007/978-3-031-88217-3_5,Conference paper
TRAWL: Tensor Reduced and&#xa0;Approximated Weights for&#xa0;Large Language Models,Data Science: Foundations and Applications,,,,10.1007/978-981-96-8298-0_32,Yiran LuoHet PatelYu FuDawon AhnJia ChenYue DongEvangelos E. Papalexakis,2025,https://link.springer.com/chapter/10.1007/978-981-96-8298-0_32,Conference paper
AuditBench: A Benchmark for&#xa0;Large Language Models in&#xa0;Financial Statement Auditing,"AI for Research and Scalable, Efficient Systems",,,,10.1007/978-981-96-8912-5_3,Rushi WangJiateng LiuWeijie ZhaoShenglan LiDenghui Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-8912-5_3,Conference paper
LLsiM: Large Language Models for&#xa0;Similarity Assessment in&#xa0;Case-Based Reasoning,Case-Based Reasoning Research and Development,,,,10.1007/978-3-031-96559-3_9,Mirko LenzMaximilian HoffmannRalph Bergmann,2025,https://link.springer.com/chapter/10.1007/978-3-031-96559-3_9,Conference paper
A Comprehensive Survey on&#xa0;Bias and&#xa0;Fairness in&#xa0;Large Language Models,Trends and Applications in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8197-6_7,Farsheed HaqueDepeng XuXi Niu,2025,https://link.springer.com/chapter/10.1007/978-981-96-8197-6_7,Conference paper
Are Large Language Models Really Bias-Free? Jailbreak Prompts for&#xa0;Assessing Adversarial Robustness to&#xa0;Bias Elicitation,Discovery Science,,,,10.1007/978-3-031-78977-9_4,Riccardo CantiniGiada CosenzaAlessio OrsinoDomenico Talia,2025,https://link.springer.com/chapter/10.1007/978-3-031-78977-9_4,Conference paper
Few-Shot Unlearning for&#xa0;Large Language Models Through Pretrained Soft Prompts,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8186-0_14,Zee Hen TangMi-Yen Yeh,2025,https://link.springer.com/chapter/10.1007/978-981-96-8186-0_14,Conference paper
Evaluating Fairness and&#xa0;Bias in&#xa0;Large Language Models for&#xa0;Tabular Data,Artificial Intelligence in HCI,,,,10.1007/978-3-031-93415-5_7,Aida TayebiOzlem Ozmen Garibay,2025,https://link.springer.com/chapter/10.1007/978-3-031-93415-5_7,Conference paper
Evaluating Class Membership Relations in&#xa0;Knowledge Graphs Using Large Language Models,The Semantic Web: ESWC 2024 Satellite Events,,,,10.1007/978-3-031-78952-6_2,Bradley P. AllenPaul T. Groth,2025,https://link.springer.com/chapter/10.1007/978-3-031-78952-6_2,Conference paper
SafeLLMs: A Benchmark for&#xa0;Secure Bilingual Evaluation of&#xa0;Large Language Models,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9434-8_34,Wenhan LiangHuijia WuJun GaoYuhu ShangZhaofeng He,2025,https://link.springer.com/chapter/10.1007/978-981-97-9434-8_34,Conference paper
Understanding Sentiment in User Feedback: Lexicon-Based vs. Generative AI Approaches,Augmented Cognition,,,,10.1007/978-3-031-93724-8_18,Anasilvia Salazar MoralesJorge YassTrishala JainJayson NissenBen Van DusenEvrim Baran,2025,https://link.springer.com/chapter/10.1007/978-3-031-93724-8_18,Conference paper
Entity Matching with&#xa0;Large Language Models as&#xa0;Weak and&#xa0;Strong Labellers,New Trends in Database and Information Systems,,,,10.1007/978-3-031-70421-5_6,Diarmuid O’Reilly-MorganElias TragosErika DuriakovaHonghui DuNeil HurleyAonghus Lawlor,2025,https://link.springer.com/chapter/10.1007/978-3-031-70421-5_6,Conference paper
Instruction Fine-Tuning of Large Language Models for Traditional Chinese Medicine,China Conference on Knowledge Graph and Semantic Computing and International Joint Conference on Knowledge Graphs,,,,10.1007/978-981-96-1809-5_34,Juntao LiLing LuoTengxiao LvChao LiuJiewei QiZhihao YangJian WangHongfei Lin,2025,https://link.springer.com/chapter/10.1007/978-981-96-1809-5_34,Conference paper
Identifying Effective Praise in&#xa0;Tutoring: Large Language Models with&#xa0;Transparent Explanations,Artificial Intelligence in Education,,,,10.1007/978-3-031-98465-5_20,Eason ChenJeffrey LiScarlett HuangXinyi TangJionghao LinPaulo CarvalhoKenneth Koedinger,2025,https://link.springer.com/chapter/10.1007/978-3-031-98465-5_20,Conference paper
Large Language Models Generating Feedback for&#xa0;Students of&#xa0;Introductory Programming Courses,Artificial Intelligence in Education,,,,10.1007/978-3-031-98417-4_30,Juliana BarrosLaura O. MoraesFernanda OliveiraCarla A. D. M. Delgado,2025,https://link.springer.com/chapter/10.1007/978-3-031-98417-4_30,Conference paper
Assessing the&#xa0;Trustworthiness of&#xa0;Large Language Models on&#xa0;Domain-Specific Questions,Progress in Artificial Intelligence,,,,10.1007/978-3-031-73503-5_25,Sandra MitrovićMatteo MazzolaRoberto LarcherJérôme Guzzi,2025,https://link.springer.com/chapter/10.1007/978-3-031-73503-5_25,Conference paper
Prior Constraints-Based Reward Model Training for&#xa0;Aligning Large Language Models,Chinese Computational Linguistics,,,,10.1007/978-981-97-8367-0_33,Hang ZhouChenglong WangYimin HuTong XiaoChunliang ZhangJingbo Zhu,2025,https://link.springer.com/chapter/10.1007/978-981-97-8367-0_33,Conference paper
Automated Phenotype-Based Clustering of&#xa0;Clinical Reports Using Large Language Models,Artificial Intelligence in Medicine,,,,10.1007/978-3-031-95841-0_64,Martina SalettaAndrea BombardaMatteo BelliniLucrezia GoisisPaolo CazzanigaMaria IasconeDomenico Fabio Savo,2025,https://link.springer.com/chapter/10.1007/978-3-031-95841-0_64,Conference paper
Fine-Tuning Large Language Models for&#xa0;Syndrome Differentiation in&#xa0;Traditional Chinese Medicine,Health Information Processing. Evaluation Track Papers,,,,10.1007/978-981-96-4298-4_4,Wenlong SongZixuan LiHuaiyu WangChi Yuan,2025,https://link.springer.com/chapter/10.1007/978-981-96-4298-4_4,Conference paper
Facilitating Feature Selection and Extraction in Clinical Trials with Large Language Models,Advanced Data Mining and Applications,,,,10.1007/978-981-96-0840-9_16,Jiaji GuoWen SunShiting WenDi WuYipeng Zhou,2025,https://link.springer.com/chapter/10.1007/978-981-96-0840-9_16,Conference paper
"Privacy in&#xa0;Fine-Tuning Large Language Models: Attacks, Defenses, and&#xa0;Future Directions",Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8183-9_25,Hao DuShang LiuLele ZhengYang CaoAtsuyoshi NakamuraLei Chen,2025,https://link.springer.com/chapter/10.1007/978-981-96-8183-9_25,Conference paper
Personalised Code and&#xa0;Error Predictions in&#xa0;Programming Education via&#xa0;Large Language Models,Artificial Intelligence in Education,,,,10.1007/978-3-031-98420-4_29,Martha ShakaDiego CarraroKenneth N. Brown,2025,https://link.springer.com/chapter/10.1007/978-3-031-98420-4_29,Conference paper
Utilizing Large Language Models for&#xa0;Robot Skill Reward Shaping in&#xa0;Reinforcement Learning,Intelligent Robotics and Applications,,,,10.1007/978-981-96-0783-9_1,Qi GuoXing LiuJianjiang HuiZhengxiong LiuPanfeng Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0783-9_1,Conference paper
Enhancing Question Answering Systems with&#xa0;Generative AI: A Study of&#xa0;LLM Performance and&#xa0;Error Analysis,Knowledge Graphs and Semantic Web,,,,10.1007/978-3-031-81221-7_17,Faiza NuzhatKanchan ShivashankarNadine Steinmetz,2025,https://link.springer.com/chapter/10.1007/978-3-031-81221-7_17,Conference paper
Finetuning Generative Large Language Models with&#xa0;Discrimination Instructions for&#xa0;Knowledge Graph Completion,The Semantic Web – ISWC 2024,,,,10.1007/978-3-031-77844-5_11,Yang LiuXiaobin TianZequn SunWei Hu,2025,https://link.springer.com/chapter/10.1007/978-3-031-77844-5_11,Conference paper
Bias Unveiled: Enhancing Fairness in&#xa0;German Word Embeddings with&#xa0;Large Language Models,Speech and Computer,,,,10.1007/978-3-031-78014-1_23,Yasser SaeidThomas Kopinski,2025,https://link.springer.com/chapter/10.1007/978-3-031-78014-1_23,Conference paper
Self-Improvement: Large Language Models Can Self-Improve Generation with External Tools,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_2,Dening LiuCunqing MaYue Feng,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_2,Conference paper
ProductiveMath: A Generative-AI-Powered App to Support Productive Failure Teaching,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium, Blue Sky, and WideAIED",,,,10.1007/978-3-031-99264-3_43,Seyedahmad RhaimiDeniz ErcanRan GaoSalah EsmaeiligoujarMaryam BabaeeHongming LiShan ZhangSeiyon LeeAvery ClosserAnthony Botelho,2025,https://link.springer.com/chapter/10.1007/978-3-031-99264-3_43,Conference paper
Overview of&#xa0;the&#xa0;NLPCC 2024 Shared Task 10: Regulating Large Language Models,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9443-0_22,Chenxi WangZiwen XuMengru WangXiang ChenShumin DengNingyu Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-97-9443-0_22,Conference paper
ExtractGPT: Exploring the&#xa0;Potential of&#xa0;Large Language Models for&#xa0;Product Attribute Value Extraction,Information Integration and Web Intelligence,,,,10.1007/978-3-031-78090-5_4,Alexander BrinkmannRoee ShragaChristian Bizer,2025,https://link.springer.com/chapter/10.1007/978-3-031-78090-5_4,Conference paper
Leveraging Large Language Models Knowledge Enhancement Dual-Stage Fine-Tuning Framework for&#xa0;Recommendation,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9434-8_26,Biqing ZengHao ShiYangyu LiRuizhe LiHuimin Deng,2025,https://link.springer.com/chapter/10.1007/978-981-97-9434-8_26,Conference paper
Fine-Tuning Large Language Models for&#xa0;Knowledge Tracing Harnessing Insights from&#xa0;Explainable AI,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium, Blue Sky, and WideAIED",,,,10.1007/978-3-031-99261-2_27,Deliang WangGaowei ChenYu Lu,2025,https://link.springer.com/chapter/10.1007/978-3-031-99261-2_27,Conference paper
Live Prototyping for Evaluating Generative AI: Exploring the Potential and the Pitfalls,Artificial Intelligence in HCI,,,,10.1007/978-3-031-93418-6_3,Yinni GuoJesse SliterCameron Oelsen,2025,https://link.springer.com/chapter/10.1007/978-3-031-93418-6_3,Conference paper
Advancing Predictive Maintenance in the Oil and Gas Industry: A Generative AI Approach with GANs and LLMs for Sustainable&#xa0;Development,"Sustainable Development through Machine Learning, AI and IoT",,,,10.1007/978-3-031-71729-1_1,Abhay Dutt Paroha,2025,https://link.springer.com/chapter/10.1007/978-3-031-71729-1_1,Conference paper
AIHeurEval: Generating Heuristic Evaluations on&#xa0;Multiple UI Screens with&#xa0;Multimodal Large Language Models,HCI International 2025 Posters,,,,10.1007/978-3-031-94168-9_22,Yuekai WangFranceska Xhakaj,2025,https://link.springer.com/chapter/10.1007/978-3-031-94168-9_22,Conference paper
Generating Guiding Principles: Evaluating Large Language Models for&#xa0;Complex German Legal Summaries,New Frontiers in Artificial Intelligence,,,,10.1007/978-981-96-7071-0_4,Bianca SteffesNils Torben Wiedemann,2025,https://link.springer.com/chapter/10.1007/978-981-96-7071-0_4,Conference paper
Leveraging Knowledge Profiles and&#xa0;Generative AI for&#xa0;Realistic Student Response Generation,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium, Blue Sky, and WideAIED",,,,10.1007/978-3-031-99264-3_18,Eylül IpçiTanya NazaretskyTanja Käser,2025,https://link.springer.com/chapter/10.1007/978-3-031-99264-3_18,Conference paper
Active Instruction Tuning for&#xa0;Large Language Models with&#xa0;Reference-Free Instruction Selection,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8180-8_2,Qiyuan ZhangJiehao ChenChen Ma,2025,https://link.springer.com/chapter/10.1007/978-981-96-8180-8_2,Conference paper
Integrating Large Language Models and Machine Learning to Detect Struggle in Educational Games,Artificial Intelligence in Education,,,,10.1007/978-3-031-98462-4_50,Xiner LiuZhanlan WeiRyan S. BakerShari J. MetcalfJiayi ZhangAmanda BaranyStefan SlaterLuke SwansonDavid J. Gagnon,2025,https://link.springer.com/chapter/10.1007/978-3-031-98462-4_50,Conference paper
Developing a&#xa0;Mobile Virtual Assistant Using Large Language Models for&#xa0;Task Automation,Information and Communication Technology,,,,10.1007/978-981-96-4291-5_35,Dinh Minh Hieu PhanNgoc Hoang Luong,2025,https://link.springer.com/chapter/10.1007/978-981-96-4291-5_35,Conference paper
The Effect of&#xa0;Progressive Disclosure in&#xa0;the&#xa0;Transparency of&#xa0;Large Language Models,Computer-Human Interaction Research and Applications,,,,10.1007/978-3-031-82633-7_17,Deepa MuralidharRafik BelloumKathia Marçal de OliveiraAshwin AshokPardaz Banu Mohammad,2025,https://link.springer.com/chapter/10.1007/978-3-031-82633-7_17,Conference paper
SLearnLLM: A Self-Learning Framework for Efficient Domain-Specific Adaptation of Large Language Models,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_21,Xiang LiuZhaoxiang LiuPeng WangKohou WangHuan HuKai WangShiguo Lian,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_21,Conference paper
Leveraging Data Augmentation and&#xa0;Large Language Models for&#xa0;Enhanced COVID-19 Tweet Classification,Artificial Intelligence and Applications,,,,10.1007/978-3-031-86623-4_14,Eric LandaverdeAdam SpencerDaehan Kwak,2025,https://link.springer.com/chapter/10.1007/978-3-031-86623-4_14,Conference paper
Comprehensive Review of End-to-End Dependency Parsing with Auto-regressive Large Language Models,Advanced Computing and Communications: Responsible AI,,,,10.1007/978-3-031-96473-2_22,Nagarchi Arshad AliK. Ramalakshmi,2025,https://link.springer.com/chapter/10.1007/978-3-031-96473-2_22,Conference paper
HalluScope: A Comprehensive Dataset for Evaluating Hallucination in Large Language Models Across Multiple Domains,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_39,Chen ZhaoBiaoJie ZengKedi ChenXin Lin,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_39,Conference paper
Offline-to-Online: Case-Based Knowledge Distillation with&#xa0;Large Language Models for&#xa0;Reinforcement Learning,Case-Based Reasoning Research and Development,,,,10.1007/978-3-031-96559-3_10,Hongzhe LiuQuan LiuLan WuMeilong ShiZhiming Cui,2025,https://link.springer.com/chapter/10.1007/978-3-031-96559-3_10,Conference paper
The Use of&#xa0;Large Language Models to&#xa0;Cluster Genomic Data,Trends and Applications in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8197-6_18,Reem Al-SaidiZiad KobtiThorsten Strufe,2025,https://link.springer.com/chapter/10.1007/978-981-96-8197-6_18,Conference paper
